
[LoadTester] [2026-06-26 23:48:34 / ERROR /         1] BadValue(HP/Coord) | uid=1174 idx=1173 | CREATE_MY x=365480 y=401410 hp=-8401
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1966] BadValue(HP/Coord) | uid=1849 idx=1848 | CREATE_MONSTER id=1940 hp=12714/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1967] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1989 hp=25800/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1968] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1969] BadValue(HP/Coord) | uid=2040 idx=2039 | CREATE_MONSTER id=1940 hp=12714/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1970] BadValue(HP/Coord) | uid=1515 idx=1514 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1971] BadValue(HP/Coord) | uid=1474 idx=1473 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1972] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1973] BadValue(HP/Coord) | uid=2187 idx=2186 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1974] BadValue(HP/Coord) | uid=2041 idx=2040 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1975] BadValue(HP/Coord) | uid=1991 idx=1990 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1976] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1977] BadValue(HP/Coord) | uid=2187 idx=2186 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1978] BadValue(HP/Coord) | uid=1944 idx=1943 | CREATE_MONSTER id=1940 hp=12714/160
[LoadTester] [2026-06-26 23:51:37 / ERROR /      1979] BadValue(HP/Coord) | uid=1895 idx=1894 | CREATE_MONSTER id=1940 hp=12714/160
[LoadTester] [2026-06-26 23:51:38 / ERROR /      1980] BadValue(HP/Coord) | uid=1892 idx=1891 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:38 / ERROR /      1981] BadValue(HP/Coord) | uid=1852 idx=1851 | CREATE_MONSTER id=1940 hp=12714/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1982] BadValue(HP/Coord) | uid=1988 idx=1987 | CREATE_MONSTER id=1989 hp=25779/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1983] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1984] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1985] BadValue(HP/Coord) | uid=1988 idx=1987 | CREATE_MONSTER id=1989 hp=25779/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1986] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1987] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1988] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1989] BadValue(HP/Coord) | uid=2041 idx=2040 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1990] BadValue(HP/Coord) | uid=2142 idx=2141 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1991] BadValue(HP/Coord) | uid=1475 idx=1474 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1992] BadValue(HP/Coord) | uid=1349 idx=1348 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1993] BadValue(HP/Coord) | uid=2040 idx=2039 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1994] BadValue(HP/Coord) | uid=1848 idx=1847 | CREATE_MONSTER id=1989 hp=25779/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1995] BadValue(HP/Coord) | uid=1848 idx=1847 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1996] BadValue(HP/Coord) | uid=1848 idx=1847 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1997] BadValue(HP/Coord) | uid=2325 idx=2324 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1998] BadValue(HP/Coord) | uid=2142 idx=2141 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      1999] BadValue(HP/Coord) | uid=1848 idx=1847 | CREATE_MONSTER id=1989 hp=25779/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      2000] BadValue(HP/Coord) | uid=1848 idx=1847 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:39 / ERROR /      2001] BadValue(HP/Coord) | uid=1848 idx=1847 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:40 / ERROR /      2002] BadValue(HP/Coord) | uid=2325 idx=2324 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:40 / ERROR /      2003] BadValue(HP/Coord) | uid=1551 idx=1550 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:40 / ERROR /      2004] BadValue(HP/Coord) | uid=2142 idx=2141 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:40 / ERROR /      2005] BadValue(HP/Coord) | uid=1990 idx=1989 | CREATE_MONSTER id=1989 hp=25779/160
[LoadTester] [2026-06-26 23:51:40 / ERROR /      2006] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1989 hp=25779/160
[LoadTester] [2026-06-26 23:51:40 / ERROR /      2007] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:40 / ERROR /      2008] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:40 / ERROR /      2009] BadValue(HP/Coord) | uid=1892 idx=1891 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2010] BadValue(HP/Coord) | uid=2325 idx=2324 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2011] BadValue(HP/Coord) | uid=1892 idx=1891 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2012] SpawnTimeout | uid=255 idx=254 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2013] SpawnTimeout | uid=256 idx=255 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2014] BadValue(HP/Coord) | uid=2325 idx=2324 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2015] SpawnTimeout | uid=257 idx=256 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2016] BadValue(HP/Coord) | uid=1350 idx=1349 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2017] SpawnTimeout | uid=258 idx=257 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2018] SpawnTimeout | uid=259 idx=258 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2019] SpawnTimeout | uid=260 idx=259 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2020] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2021] SpawnTimeout | uid=261 idx=260 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2022] BadValue(HP/Coord) | uid=2040 idx=2039 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2023] SpawnTimeout | uid=262 idx=261 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2024] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2025] BadValue(HP/Coord) | uid=1350 idx=1349 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2026] SpawnTimeout | uid=263 idx=262 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2027] BadValue(HP/Coord) | uid=1478 idx=1477 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2028] SpawnTimeout | uid=264 idx=263 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2029] SpawnTimeout | uid=265 idx=264 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2030] BadValue(HP/Coord) | uid=1478 idx=1477 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2031] BadValue(HP/Coord) | uid=1478 idx=1477 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2032] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2033] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:41 / ERROR /      2034] BadValue(HP/Coord) | uid=2091 idx=2090 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2035] BadValue(HP/Coord) | uid=1551 idx=1550 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2036] BadValue(HP/Coord) | uid=2188 idx=2187 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2037] SpawnTimeout | uid=266 idx=265 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2038] SpawnTimeout | uid=267 idx=266 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2039] SpawnTimeout | uid=268 idx=267 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2040] SpawnTimeout | uid=269 idx=268 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2041] BadValue(HP/Coord) | uid=1353 idx=1352 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2042] SpawnTimeout | uid=270 idx=269 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2043] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2044] BadValue(HP/Coord) | uid=1399 idx=1398 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2045] BadValue(HP/Coord) | uid=1438 idx=1437 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2046] BadValue(HP/Coord) | uid=1397 idx=1396 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2047] SpawnTimeout | uid=271 idx=270 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2048] BadValue(HP/Coord) | uid=1435 idx=1434 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2049] BadValue(HP/Coord) | uid=1474 idx=1473 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2050] SpawnTimeout | uid=272 idx=271 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2051] SpawnTimeout | uid=273 idx=272 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2052] SpawnTimeout | uid=274 idx=273 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2053] SpawnTimeout | uid=275 idx=274 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2054] SpawnTimeout | uid=276 idx=275 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2055] SpawnTimeout | uid=277 idx=276 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2056] SpawnTimeout | uid=278 idx=277 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2057] SpawnTimeout | uid=279 idx=278 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:42 / ERROR /      2058] SpawnTimeout | uid=280 idx=279 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2059] SpawnTimeout | uid=281 idx=280 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2060] SpawnTimeout | uid=537 idx=536 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2061] SpawnTimeout | uid=538 idx=537 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2062] SpawnTimeout | uid=539 idx=538 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2063] SpawnTimeout | uid=540 idx=539 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2064] SpawnTimeout | uid=541 idx=540 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2065] SpawnTimeout | uid=542 idx=541 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2066] SpawnTimeout | uid=543 idx=542 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2067] SpawnTimeout | uid=544 idx=543 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2068] SpawnTimeout | uid=545 idx=544 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2069] SpawnTimeout | uid=546 idx=545 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2070] SpawnTimeout | uid=547 idx=546 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2071] SpawnTimeout | uid=548 idx=547 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2072] SpawnTimeout | uid=549 idx=548 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2073] SpawnTimeout | uid=550 idx=549 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2074] SpawnTimeout | uid=551 idx=550 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2075] SpawnTimeout | uid=552 idx=551 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2076] SpawnTimeout | uid=553 idx=552 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2077] SpawnTimeout | uid=554 idx=553 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2078] SpawnTimeout | uid=555 idx=554 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2079] SpawnTimeout | uid=556 idx=555 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2080] BadValue(HP/Coord) | uid=1396 idx=1395 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2081] SpawnTimeout | uid=557 idx=556 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2082] SpawnTimeout | uid=558 idx=557 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2083] SpawnTimeout | uid=559 idx=558 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2084] SpawnTimeout | uid=560 idx=559 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2085] SpawnTimeout | uid=561 idx=560 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2086] SpawnTimeout | uid=562 idx=561 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2087] SpawnTimeout | uid=563 idx=562 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2088] SpawnTimeout | uid=564 idx=563 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2089] SpawnTimeout | uid=565 idx=564 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2090] SpawnTimeout | uid=566 idx=565 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2091] SpawnTimeout | uid=567 idx=566 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2092] SpawnTimeout | uid=568 idx=567 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2093] BadValue(HP/Coord) | uid=1396 idx=1395 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2094] BadValue(HP/Coord) | uid=1895 idx=1894 | CREATE_MONSTER id=1893 hp=13110/160
[LoadTester] [2026-06-26 23:51:43 / ERROR /      2095] BadValue(HP/Coord) | uid=1895 idx=1894 | CREATE_MONSTER id=1893 hp=13110/160
[LoadTester] [2026-06-26 23:51:44 / ERROR /      2096] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:44 / ERROR /      2097] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1989 hp=25763/160
[LoadTester] [2026-06-26 23:51:44 / ERROR /      2098] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1989 hp=25763/160
[LoadTester] [2026-06-26 23:51:44 / ERROR /      2099] BadValue(HP/Coord) | uid=1991 idx=1990 | CREATE_MONSTER id=1893 hp=13110/160
[LoadTester] [2026-06-26 23:51:44 / ERROR /      2100] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:44 / ERROR /      2101] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:44 / ERROR /      2102] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1989 hp=25763/160
[LoadTester] [2026-06-26 23:51:44 / ERROR /      2103] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1987 hp=13095/160
[LoadTester] [2026-06-26 23:51:44 / ERROR /      2104] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2105] BadValue(HP/Coord) | uid=1349 idx=1348 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2106] BadValue(HP/Coord) | uid=1349 idx=1348 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2107] BadValue(HP/Coord) | uid=1991 idx=1990 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2108] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2109] BadValue(HP/Coord) | uid=2232 idx=2231 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2110] BadValue(HP/Coord) | uid=2232 idx=2231 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2111] BadValue(HP/Coord) | uid=2090 idx=2089 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2112] BadValue(HP/Coord) | uid=1303 idx=1302 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2113] BadValue(HP/Coord) | uid=2233 idx=2232 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2114] BadValue(HP/Coord) | uid=1252 idx=1251 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2115] BadValue(HP/Coord) | uid=2040 idx=2039 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2116] BadValue(HP/Coord) | uid=1477 idx=1476 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:45 / ERROR /      2117] BadValue(HP/Coord) | uid=1350 idx=1349 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:46 / ERROR /      2118] BadValue(HP/Coord) | uid=1350 idx=1349 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:46 / ERROR /      2119] BadValue(HP/Coord) | uid=1303 idx=1302 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:46 / ERROR /      2120] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1989 hp=25742/160
[LoadTester] [2026-06-26 23:51:46 / ERROR /      2121] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1989 hp=25742/160
[LoadTester] [2026-06-26 23:51:46 / ERROR /      2122] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1989 hp=25742/160
[LoadTester] [2026-06-26 23:51:46 / ERROR /      2123] BadValue(HP/Coord) | uid=1304 idx=1303 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:46 / ERROR /      2124] BadValue(HP/Coord) | uid=1304 idx=1303 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:46 / ERROR /      2125] BadValue(HP/Coord) | uid=1892 idx=1891 | CREATE_MONSTER id=1987 hp=13076/160
[LoadTester] [2026-06-26 23:51:46 / ERROR /      2126] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1893 hp=13110/160
[LoadTester] [2026-06-26 23:51:47 / ERROR /      2127] BadValue(HP/Coord) | uid=2040 idx=2039 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:47 / ERROR /      2128] BadValue(HP/Coord) | uid=1991 idx=1990 | CREATE_MONSTER id=1987 hp=13076/160
[LoadTester] [2026-06-26 23:51:47 / ERROR /      2129] BadValue(HP/Coord) | uid=1353 idx=1352 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2130] BadValue(HP/Coord) | uid=1478 idx=1477 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2131] BadValue(HP/Coord) | uid=1849 idx=1848 | CREATE_MONSTER id=1893 hp=13110/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2132] BadValue(HP/Coord) | uid=1514 idx=1513 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2133] BadValue(HP/Coord) | uid=1477 idx=1476 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2134] BadValue(HP/Coord) | uid=1553 idx=1552 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2135] BadValue(HP/Coord) | uid=1475 idx=1474 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2136] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2137] BadValue(HP/Coord) | uid=1478 idx=1477 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2138] BadValue(HP/Coord) | uid=1551 idx=1550 | CREATE_MONSTER id=1474 hp=3697/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2139] BadValue(HP/Coord) | uid=2142 idx=2141 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2140] BadValue(HP/Coord) | uid=1254 idx=1253 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2141] BadValue(HP/Coord) | uid=1254 idx=1253 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2142] BadValue(HP/Coord) | uid=1765 idx=1764 | CREATE_MONSTER id=1893 hp=13110/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2143] BadValue(HP/Coord) | uid=1254 idx=1253 | CREATE_MONSTER id=1395 hp=3856/160
[LoadTester] [2026-06-26 23:51:48 / ERROR /      2144] BadValue(HP/Coord) | uid=2325 idx=2324 | CREATE_MONSTER id=2188 hp=29691/160
[LoadTester] [2026-06-26 23:51:49 / ERROR /      2145] BadValue(HP/Coord) | uid=1895 idx=1894 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:49 / ERROR /      2146] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1893 hp=13110/160
[LoadTester] [2026-06-26 23:51:49 / ERROR /      2147] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1989 hp=25742/160
[LoadTester] [2026-06-26 23:51:49 / ERROR /      2148] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1988 hp=13094/160
[LoadTester] [2026-06-26 23:51:49 / ERROR /      2149] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1987 hp=13057/160
